Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2022-10-31 12:39:29,64.208.128.184,111.203.246.109,58042,61317,UDP,302,Control,DNS,Temporibus sit aut saepe illo similique incidunt. Facere quasi tempore ullam tempore nam laudantium asperiores. Vitae incidunt blanditiis corrupti voluptatem porro praesentium.,IoC Detected,37.91,,DDoS,Known Pattern B,Blocked,Medium,Taimur Rajan,Mozilla/5.0 (Android 4.0.1; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0,Segment A,"Nizamabad, Jharkhand",213.131.89.147,Log Data,Alert Data,Firewall
2020-10-19 22:49:36,52.215.161.134,174.36.170.103,16188,64590,UDP,1096,Data,DNS,Minus exercitationem ratione fugiat harum mollitia occaecati. Ut cumque enim fuga unde. Aperiam fugit ad nostrum rem nesciunt libero consequuntur.,IoC Detected,21.84,,Malware,Known Pattern A,Blocked,Medium,Sara Ahluwalia,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_8) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/28.0.858.0 Safari/531.0",Segment B,"Jalgaon, Kerala",124.38.86.170,Log Data,Alert Data,Firewall
2021-04-25 11:47:04,54.72.223.137,195.175.109.164,20093,12647,TCP,1297,Data,DNS,"Tempore neque quos nihil blanditiis maxime. Deserunt nesciunt eius praesentium.
Placeat laudantium nostrum quos excepturi ratione veniam. Reiciendis possimus optio delectus ad neque fugit.",IoC Detected,19.1,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Zaina Bawa,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.1),Segment A,"Jalandhar, Rajasthan",,Log Data,Alert Data,Firewall
2022-09-24 00:36:45,210.194.131.209,123.104.122.198,6378,26135,UDP,81,Data,FTP,"Ab nulla natus quisquam voluptas minus. Magni laboriosam aliquid quasi quod itaque.
Dolor minus possimus eaque deserunt odio pariatur. Pariatur neque nobis dolores aliquid ipsam deleniti.",IoC Detected,49.7,Alert Triggered,Malware,Known Pattern B,Logged,Low,Nakul Ray,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6 rv:6.0; or-IN) AppleWebKit/535.40.4 (KHTML, like Gecko) Version/5.1 Safari/535.40.4",Segment B,"Etawah, Telangana",195.20.121.109,Log Data,Alert Data,Firewall
2023-03-25 10:58:26,147.232.246.124,6.52.120.122,41228,27690,TCP,910,Data,FTP,"Debitis dolores beatae illum veniam nam. Illum aut minima suscipit quas.
Aspernatur deserunt asperiores accusantium.
Eaque inventore temporibus. Aut occaecati nam recusandae.",,93.0,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Taran Dutta,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0; rv:1.9.3.20) Gecko/7556-06-29 20:25:13 Firefox/3.6.3,Segment C,"Bhiwani, Sikkim",181.222.216.149,,,Server
2023-03-22 07:37:37,82.43.221.207,164.131.46.159,14955,38355,TCP,839,Control,FTP,Quas quam ipsum ipsam. Incidunt illum magni illum provident id.,IoC Detected,37.37,,DDoS,Known Pattern A,Logged,High,Vihaan Jain,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1),Segment B,"Chittoor, Telangana",38.254.248.100,,Alert Data,Firewall
2023-07-08 10:11:46,110.46.139.127,210.50.117.4,38839,17160,UDP,809,Control,DNS,"Laborum reprehenderit necessitatibus dolorem. Maiores tenetur corporis quis autem officiis.
Quas officiis amet natus rerum. Neque praesentium alias possimus cum. Officiis velit ullam nemo.",IoC Detected,62.49,,Malware,Known Pattern A,Logged,Medium,Divyansh Rastogi,Opera/8.35.(X11; Linux x86_64; am-ET) Presto/2.9.183 Version/10.00,Segment A,"Kanpur, Mizoram",,Log Data,,Firewall
2023-04-15 21:40:42,216.53.127.76,138.5.191.98,1642,13011,TCP,1120,Data,HTTP,Ipsam labore voluptatem laborum. Mollitia deleniti aperiam recusandae est.,,16.77,,Malware,Known Pattern B,Blocked,Low,Elakshi Arora,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.0),Segment C,"Orai, Himachal Pradesh",,Log Data,Alert Data,Server
2022-11-11 12:07:53,185.216.135.230,137.250.12.207,57037,46729,ICMP,1312,Control,HTTP,Sit officiis illum deleniti illo quia asperiores dignissimos. Esse exercitationem nam optio recusandae. Possimus explicabo eligendi delectus aspernatur tempora.,,54.23,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Heer Devi,Mozilla/5.0 (Windows CE; fi-FI; rv:1.9.0.20) Gecko/5444-03-29 07:37:18 Firefox/10.0,Segment B,"Bhavnagar, Tamil Nadu",32.151.14.145,Log Data,Alert Data,Server
2020-12-09 09:37:20,108.123.217.160,85.192.149.95,15837,25457,ICMP,1060,Control,DNS,Fugit repellendus amet ipsum iste error soluta. Nihil ipsam repellat sunt excepturi enim atque.,,89.24,,DDoS,Known Pattern B,Blocked,Medium,Heer Bakshi,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_8 rv:3.0; niu-NU) AppleWebKit/533.31.4 (KHTML, like Gecko) Version/4.1 Safari/533.31.4",Segment A,"Ludhiana, Uttar Pradesh",61.248.146.190,,Alert Data,Firewall
2022-11-18 03:47:34,149.246.179.220,30.96.138.183,37593,51518,ICMP,495,Data,HTTP,"Nobis architecto velit ad est. Assumenda inventore officiis nostrum blanditiis laudantium. Voluptate quos error maiores facere at.
Non aut eum itaque. Molestias aperiam delectus sed delectus.",IoC Detected,51.78,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Khushi Venkataraman,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.1),Segment A,"Hapur, Telangana",,Log Data,,Server
2022-04-27 09:25:06,15.18.198.49,175.85.28.121,43104,13136,TCP,489,Data,DNS,Incidunt maiores esse veniam. Dolore ratione saepe deleniti.,IoC Detected,5.45,Alert Triggered,DDoS,Known Pattern A,Logged,High,Romil Badami,Mozilla/5.0 (Android 4.4.4; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,Segment A,"Ambattur, Madhya Pradesh",117.60.9.135,Log Data,,Firewall
2023-07-07 19:15:57,14.166.216.161,40.87.54.133,18981,49616,UDP,533,Data,FTP,"Rem ipsam soluta unde quisquam. Temporibus aperiam excepturi.
Ipsa consequatur laboriosam molestias. Expedita explicabo provident libero occaecati nostrum reprehenderit perspiciatis.",IoC Detected,67.88,,Intrusion,Known Pattern A,Logged,Medium,Neysa Bhat,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_8) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/30.0.851.0 Safari/531.0",Segment A,"Sagar, Rajasthan",117.191.111.93,Log Data,,Server
2023-05-06 16:31:54,173.239.62.167,28.174.161.24,41686,13923,TCP,619,Control,DNS,Harum impedit inventore. Ut inventore sunt cum laboriosam esse. Tempore asperiores nobis.,,87.08,,Intrusion,Known Pattern B,Blocked,Medium,Anay Hans,Opera/9.48.(Windows 95; tn-ZA) Presto/2.9.170 Version/10.00,Segment A,"Baranagar, Rajasthan",40.224.17.146,Log Data,Alert Data,Firewall
2021-03-25 06:11:53,152.131.189.132,140.225.78.46,49123,12747,UDP,1102,Control,FTP,Repellendus repellat velit recusandae expedita. Suscipit aspernatur voluptates harum. Error recusandae repellat numquam at quis possimus iure.,,39.5,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Nitara Rajagopal,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.0),Segment A,"Nangloi Jat, Arunachal Pradesh",,Log Data,,Firewall
2023-05-03 08:34:05,60.121.177.84,7.129.221.175,17109,28844,UDP,509,Data,FTP,"Necessitatibus deleniti velit enim eveniet. Enim est incidunt cupiditate.
Iure id nihil ad recusandae voluptates. Ea voluptatibus perspiciatis eveniet similique exercitationem dolorum quas.",,48.11,,Malware,Known Pattern A,Blocked,High,Divij Saini,Opera/9.54.(Windows NT 6.0; wae-CH) Presto/2.9.174 Version/10.00,Segment C,"Ahmedabad, Maharashtra",57.167.19.150,Log Data,,Firewall
2021-01-21 21:15:41,221.96.143.66,27.56.68.99,11239,12327,ICMP,838,Control,FTP,"Mollitia assumenda ut necessitatibus veritatis. Neque tempore iure deserunt sit placeat dicta.
Cumque enim at saepe dolorem illum aspernatur. Esse quidem quo dolores beatae impedit praesentium natus.",,97.24,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Samar Mangal,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5878-11-03 13:25:20 Firefox/3.8,Segment C,"Kharagpur, Sikkim",62.100.222.14,Log Data,Alert Data,Firewall
2020-08-28 07:14:55,50.172.247.240,70.214.187.213,17026,18717,TCP,801,Control,FTP,At minus recusandae commodi suscipit. Mollitia incidunt odit praesentium error illo. Quis commodi labore amet.,IoC Detected,30.91,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Tejas Tata,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.1),Segment B,"Raebareli, Andhra Pradesh",,Log Data,Alert Data,Firewall
2020-05-17 01:22:48,153.255.246.245,78.0.4.236,21051,24395,TCP,554,Control,FTP,Quibusdam delectus porro sint totam cum. Nostrum a tenetur mollitia repudiandae autem corporis.,IoC Detected,68.89,,Malware,Known Pattern B,Blocked,Medium,Seher Ghose,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_1; rv:1.9.6.20) Gecko/4291-07-11 15:04:03 Firefox/3.8,Segment A,"Raurkela Industrial Township, Manipur",21.92.133.195,Log Data,,Server
2021-09-20 12:38:40,67.6.134.191,110.155.208.86,55481,35380,ICMP,1005,Control,HTTP,Dicta voluptatum nemo est necessitatibus. Quaerat temporibus ut pariatur corrupti incidunt odio nobis.,IoC Detected,90.46,,Malware,Known Pattern A,Logged,Medium,Vihaan Bhatti,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_7; rv:1.9.3.20) Gecko/3472-01-02 12:21:47 Firefox/3.8,Segment A,"Karimnagar, Manipur",180.64.149.212,,Alert Data,Server
2021-04-08 01:15:16,176.29.246.145,210.92.243.30,61506,42645,UDP,1215,Control,HTTP,"Necessitatibus perferendis adipisci nisi molestiae facilis.
Omnis cumque officia quidem cupiditate modi. Repellat quae exercitationem debitis minima.",,16.18,,DDoS,Known Pattern B,Blocked,Medium,Kaira Chauhan,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/11.5v0999.0 Mobile/27X782 Safari/534.1",Segment C,"Jaipur, Rajasthan",160.50.242.53,,,Server
2022-09-21 16:55:23,110.122.3.1,207.53.107.23,57087,2542,ICMP,150,Control,FTP,Consequatur officiis nobis asperiores optio. Similique neque id rerum quae. Nostrum praesentium voluptate tenetur ad deserunt placeat.,,45.36,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Parinaaz Krishnamurthy,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.0),Segment B,"Giridih, Bihar",220.183.187.242,,Alert Data,Firewall
2020-10-02 03:54:47,146.146.192.106,22.254.87.28,35924,2121,TCP,1147,Data,HTTP,Totam quasi accusantium dolores. Laborum distinctio nemo. Debitis ducimus impedit accusamus expedita voluptatum molestias.,,31.31,,DDoS,Known Pattern B,Logged,Low,Taimur Gulati,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2472-10-13 13:41:15 Firefox/3.8,Segment C,"Bhind, Madhya Pradesh",86.210.36.53,Log Data,,Firewall
2020-07-02 05:07:15,84.170.189.78,161.150.78.43,59077,50380,TCP,751,Control,FTP,"Vel hic magnam sint odio nihil. Quasi delectus accusamus praesentium.
Distinctio ex magni labore quod libero voluptatibus molestiae.
Doloribus quia quisquam dolor.",,61.59,,DDoS,Known Pattern A,Ignored,High,Kiaan Char,Mozilla/5.0 (Android 2.3.7; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,Segment C,"Kanpur, Rajasthan",,,,Server
2020-08-18 22:04:45,198.235.229.162,112.160.224.213,62344,26432,UDP,980,Control,FTP,Officiis exercitationem optio ullam distinctio. Modi illo architecto doloribus quaerat recusandae illo. Dignissimos sequi velit est.,,49.2,,DDoS,Known Pattern A,Blocked,High,Aradhya Singh,Opera/8.44.(Windows 98; hu-HU) Presto/2.9.160 Version/11.00,Segment C,"Bathinda, Punjab",38.97.100.132,,,Firewall
2020-10-14 15:05:45,8.172.243.167,222.87.79.106,3389,18262,ICMP,796,Data,HTTP,Nobis dolorum dolor pariatur hic voluptas. Libero tempore quam itaque perspiciatis ratione. Tenetur error dolore maiores.,IoC Detected,45.56,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Suhana Handa,Opera/8.67.(X11; Linux i686; tk-TM) Presto/2.9.171 Version/11.00,Segment A,"Arrah, Nagaland",84.156.44.179,,,Firewall
2020-10-29 06:59:35,97.240.177.252,28.52.207.184,22810,45186,ICMP,1404,Data,FTP,"Cupiditate ducimus quisquam enim est dolorum. Ullam impedit dolorem numquam.
Voluptatum rem enim distinctio. Ratione saepe odit totam. Id tempora dicta numquam beatae molestias.",,48.8,,Intrusion,Known Pattern A,Ignored,Medium,Renee Gera,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.1),Segment C,"Gulbarga, Maharashtra",1.163.222.117,,Alert Data,Firewall
2023-08-01 08:58:13,61.27.206.238,59.192.72.76,50509,18974,TCP,783,Data,HTTP,Incidunt quibusdam dignissimos error suscipit qui quis. Exercitationem eligendi nesciunt natus beatae excepturi accusamus. Dolore totam quas eum vel veniam illo.,,95.94,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Myra Batta,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; brx-IN) AppleWebKit/533.2.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6533.2.7",Segment C,"Maheshtala, Tamil Nadu",,,Alert Data,Server
2020-06-15 18:43:09,107.220.78.133,60.12.251.42,16022,15749,UDP,1291,Control,FTP,"Natus molestiae totam. Cumque vitae saepe. Quidem laboriosam eaque expedita tempora odio.
Quidem nam ab sit optio. Velit facilis assumenda quidem modi. Eum repellat veniam debitis deleniti minus.",IoC Detected,25.83,,Malware,Known Pattern B,Ignored,Medium,Saira Thaman,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; fr-CA) AppleWebKit/534.7.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.7.6",Segment A,"Loni, Arunachal Pradesh",44.211.19.137,,,Firewall
2023-07-25 18:43:56,51.177.232.195,104.50.138.157,59705,16811,UDP,1214,Data,DNS,"Asperiores distinctio qui. Quaerat ex reprehenderit architecto maiores.
Culpa inventore quia molestiae ea soluta non. Libero repellat eveniet nam.",,96.23,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Yasmin Jhaveri,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/43.0.846.0 Mobile/67E464 Safari/532.0",Segment C,"Dhule, Uttarakhand",,,Alert Data,Firewall
2022-07-13 17:22:02,8.94.250.132,34.230.91.99,19978,20223,TCP,154,Control,FTP,"Incidunt magnam nostrum impedit. Deleniti quidem repellat.
Qui accusamus accusamus sint blanditiis sint. Asperiores animi aperiam libero odio eligendi aut.",IoC Detected,95.25,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Samarth Chahal,Mozilla/5.0 (Windows NT 4.0; om-ET; rv:1.9.1.20) Gecko/5995-09-10 03:46:37 Firefox/3.8,Segment C,"Bulandshahr, Himachal Pradesh",214.24.108.103,Log Data,Alert Data,Firewall
2020-09-03 02:04:07,101.182.157.102,121.161.29.39,41994,1275,TCP,275,Control,DNS,Eos accusantium id molestiae numquam. Architecto incidunt consequuntur inventore quae in maiores. Placeat delectus eligendi.,IoC Detected,59.99,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Romil Vohra,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; byn-ER) AppleWebKit/531.6.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.6.7",Segment A,"Thoothukudi, Madhya Pradesh",186.179.185.111,,Alert Data,Server
2021-08-18 10:18:08,119.138.173.102,109.149.162.163,55125,33857,ICMP,1242,Data,FTP,"Quam mollitia qui dolorum nisi quos ipsa. Blanditiis reiciendis deserunt asperiores similique.
Temporibus doloremque eos est ducimus eligendi soluta. Porro quam doloremque.",IoC Detected,29.6,,Malware,Known Pattern B,Blocked,Medium,Sara Bose,Opera/9.26.(X11; Linux x86_64; mai-IN) Presto/2.9.162 Version/11.00,Segment A,"Satara, Arunachal Pradesh",172.175.64.216,,,Firewall
2022-12-06 03:30:00,121.24.169.38,117.98.65.1,53110,40721,UDP,878,Control,FTP,Voluptatem explicabo laboriosam possimus. Repellat voluptas cupiditate laborum.,IoC Detected,0.67,Alert Triggered,Malware,Known Pattern B,Logged,High,Badal Sehgal,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3 rv:3.0; ja-JP) AppleWebKit/535.3.4 (KHTML, like Gecko) Version/5.1 Safari/535.3.4",Segment B,"Thanjavur, Nagaland",222.12.227.124,Log Data,Alert Data,Firewall
2021-03-28 13:07:34,43.110.17.83,63.188.126.239,41571,24134,UDP,626,Data,FTP,"Nam dignissimos repudiandae ab sunt. Voluptas praesentium asperiores amet commodi. Beatae animi id reiciendis totam.
Incidunt voluptatum libero ab. Totam molestias quos doloremque.",,0.5,,Intrusion,Known Pattern A,Logged,Low,Ahana  Bhavsar,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/46.0.882.0 Mobile/03T495 Safari/533.1",Segment C,"Sirsa, Uttarakhand",65.73.209.64,,Alert Data,Server
2020-06-30 19:27:43,27.135.43.157,173.146.139.95,24930,39243,ICMP,1270,Data,FTP,Autem quibusdam placeat minima aliquid inventore. Sed consequatur repellat beatae nostrum illo quidem doloremque. Eaque iure sit voluptatem facilis. Alias quas earum.,IoC Detected,42.0,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Dhanush Dey,Opera/9.76.(Windows 98; mag-IN) Presto/2.9.185 Version/11.00,Segment C,"Shimoga, Kerala",,Log Data,Alert Data,Server
2021-05-11 04:01:19,15.57.55.129,104.222.17.235,41426,39717,UDP,759,Data,FTP,Natus nisi nam mollitia inventore sapiente. Ullam tenetur id minus repellendus harum in tempore.,,97.07,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Sara Borra,Mozilla/5.0 (Windows NT 5.0; ko-KR; rv:1.9.0.20) Gecko/3559-10-14 21:13:19 Firefox/8.0,Segment B,"Kanpur, Meghalaya",,Log Data,Alert Data,Firewall
2021-07-24 22:10:09,120.16.251.107,206.87.56.177,44775,22596,ICMP,544,Control,DNS,Minus deleniti ratione consectetur non. Voluptates ipsum nobis earum molestiae deserunt ipsam. Sit harum provident cum quaerat libero sequi.,IoC Detected,69.34,,DDoS,Known Pattern B,Logged,High,Alisha Roy,Opera/9.48.(X11; Linux i686; sl-SI) Presto/2.9.178 Version/10.00,Segment B,"Varanasi, Goa",,Log Data,,Server
2021-02-11 03:48:45,55.189.150.158,111.200.55.17,30735,23769,TCP,641,Control,DNS,Nobis esse error voluptate est. Iusto atque laudantium eligendi repellendus harum nostrum. Rerum cupiditate magnam.,IoC Detected,24.88,Alert Triggered,Malware,Known Pattern A,Logged,Low,Tushar Agarwal,Mozilla/5.0 (Windows NT 5.0; st-ZA; rv:1.9.2.20) Gecko/3280-05-24 15:34:18 Firefox/5.0,Segment B,"Tadepalligudem, Tamil Nadu",61.94.49.5,Log Data,,Server
2021-10-11 14:00:41,78.59.126.239,100.10.206.60,28107,30282,ICMP,1103,Data,HTTP,"Sit debitis ex deserunt ipsum. Vero mollitia fugit recusandae sed sed. Ad cupiditate atque inventore impedit illo laboriosam.
Iusto minus unde. Accusantium expedita optio debitis expedita.",,5.31,Alert Triggered,Malware,Known Pattern B,Blocked,High,Neysa Gour,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),Segment B,"Bulandshahr, Tripura",,,Alert Data,Firewall
2020-04-15 15:18:47,65.37.39.32,54.74.251.121,26126,29587,ICMP,648,Data,DNS,"Eligendi quis possimus ab dolor blanditiis. Beatae minima occaecati culpa.
Neque soluta sed fugiat. Repellat voluptas provident minus minus explicabo. Velit est illo accusamus.",,61.52,,DDoS,Known Pattern B,Logged,High,Alia Bhatia,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1),Segment B,"Kirari Suleman Nagar, Himachal Pradesh",14.250.179.6,,Alert Data,Firewall
2023-06-06 21:34:53,179.187.203.7,117.111.232.206,59001,8379,TCP,514,Data,DNS,Ipsa accusantium excepturi odio ut similique. Officia pariatur consequuntur dicta possimus eveniet voluptatem aperiam. Eaque sapiente nesciunt vero. Dolores similique reiciendis autem eius.,IoC Detected,34.97,,DDoS,Known Pattern A,Blocked,High,Trisha Hayre,Opera/9.10.(Windows NT 5.01; tn-ZA) Presto/2.9.163 Version/11.00,Segment B,"Haldia, Jharkhand",157.189.31.214,Log Data,,Firewall
2022-10-08 06:11:57,6.215.68.89,42.136.50.190,64735,56815,ICMP,493,Control,FTP,"Occaecati natus nobis reiciendis rerum nobis.
Accusantium quisquam rem voluptas adipisci. Quis mollitia laborum iure enim sequi. Enim voluptas ipsum repellendus et rerum cumque.",IoC Detected,82.82,,Malware,Known Pattern B,Logged,Low,Abram De,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/14.0p4810.0 Mobile/28P209 Safari/533.0",Segment B,"Khora , Himachal Pradesh",,Log Data,Alert Data,Server
2022-04-26 00:18:03,44.152.194.81,135.86.216.228,48449,57052,ICMP,1315,Data,HTTP,Deserunt non consequuntur voluptatibus aspernatur. Incidunt maiores eveniet explicabo odio. Cum distinctio cupiditate repudiandae.,,8.12,,DDoS,Known Pattern A,Blocked,High,Jayesh Karnik,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/24.0.885.0 Safari/531.1",Segment A,"Hajipur, Kerala",,Log Data,Alert Data,Server
2020-12-30 17:43:56,150.69.93.29,223.25.39.82,1676,54029,UDP,191,Data,HTTP,"Incidunt soluta repudiandae. Explicabo eum at nemo laudantium neque. Officiis eaque itaque eius nesciunt error eius voluptas.
Rerum occaecati corrupti dolore incidunt cumque veniam.",IoC Detected,83.36,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Priyansh Atwal,Mozilla/5.0 (Windows 98; wae-CH; rv:1.9.0.20) Gecko/5314-11-24 05:07:46 Firefox/3.8,Segment A,"Ulhasnagar, Manipur",,Log Data,Alert Data,Server
2022-06-06 01:47:08,133.169.95.187,111.86.201.225,43002,36067,UDP,647,Control,DNS,"Omnis tenetur asperiores tempore voluptate laborum. Modi repellendus sunt.
Saepe sapiente libero magni possimus. A provident consequuntur maiores. Assumenda soluta asperiores odit dicta inventore.",,43.96,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Piya Sridhar,"Mozilla/5.0 (Windows 95) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/26.0.847.0 Safari/534.0",Segment C,"Bhalswa Jahangir Pur, Bihar",,Log Data,,Firewall
2021-08-02 18:17:05,142.101.253.163,161.32.159.222,13660,31589,UDP,1472,Control,HTTP,"Odit voluptas impedit aut qui. Recusandae dolore dicta dignissimos id et.
Dolor totam neque inventore vel similique. Assumenda nihil natus inventore quidem non. Beatae totam accusamus nisi.",IoC Detected,82.37,,Intrusion,Known Pattern A,Blocked,High,Lavanya Balakrishnan,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment A,"Korba, Sikkim",156.234.175.104,Log Data,Alert Data,Server
2022-01-05 03:05:01,55.87.142.119,104.161.48.42,54368,22057,ICMP,1366,Control,HTTP,"Accusantium reprehenderit excepturi. Reiciendis quos numquam nostrum odit quasi cum.
Voluptates magnam earum reiciendis totam quod dolore. Molestiae non architecto ex nulla odit corrupti placeat.",IoC Detected,76.7,,Intrusion,Known Pattern B,Ignored,High,Inaaya  Kapoor,Opera/9.24.(X11; Linux i686; bem-ZM) Presto/2.9.170 Version/12.00,Segment B,"Ambattur, Himachal Pradesh",,,Alert Data,Firewall
2021-12-31 18:21:57,141.67.188.13,209.234.242.12,63294,2776,ICMP,257,Data,DNS,"Eum nesciunt soluta quibusdam. Deleniti provident impedit ea illum asperiores.
Hic quibusdam impedit tenetur. Natus nihil voluptatum vitae veritatis eius hic nulla.",IoC Detected,51.44,,Intrusion,Known Pattern A,Ignored,Low,Shlok Vasa,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/53.0.882.0 Safari/531.2",Segment A,"Ghaziabad, Arunachal Pradesh",80.220.83.159,Log Data,,Server
2020-10-16 00:06:28,166.55.228.31,211.108.88.216,50045,19822,UDP,859,Control,HTTP,Repellat cupiditate nihil impedit. Occaecati ex iusto ipsum velit impedit id deserunt. Beatae voluptatum maiores placeat praesentium perspiciatis.,,40.86,,DDoS,Known Pattern B,Blocked,High,Riaan Chowdhury,"Mozilla/5.0 (Linux; Android 8.1.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/25.0.857.0 Safari/533.1",Segment B,"Bikaner, Manipur",,,Alert Data,Server
2020-06-24 11:49:29,190.214.202.201,179.196.131.53,16682,46276,TCP,1308,Data,FTP,Alias excepturi distinctio saepe ad. Corporis debitis voluptatem mollitia eos laboriosam dolor ex. Sequi earum sit dolorum accusamus. Fugiat reprehenderit voluptatem asperiores nisi.,,11.01,,DDoS,Known Pattern B,Ignored,Low,Rohan Wadhwa,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_5 rv:4.0; iu-CA) AppleWebKit/532.20.5 (KHTML, like Gecko) Version/4.0 Safari/532.20.5",Segment B,"Miryalaguda, Rajasthan",,Log Data,Alert Data,Firewall
2021-01-20 13:53:34,96.190.165.121,116.206.51.241,55758,15123,ICMP,941,Control,HTTP,"Ratione repellat necessitatibus neque. Facilis dolor quia corrupti illum.
Accusantium velit alias ut placeat. Placeat assumenda eius qui.",,27.56,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Mannat Buch,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),Segment A,"Buxar, Tripura",,,Alert Data,Firewall
2022-10-22 17:13:26,189.81.26.168,51.78.244.157,40321,38637,ICMP,618,Data,DNS,Deserunt magni voluptas voluptatum architecto voluptate adipisci earum. Ipsa distinctio dolore fugit vel.,IoC Detected,62.43,Alert Triggered,Malware,Known Pattern B,Ignored,High,Jiya Kadakia,Opera/9.92.(X11; Linux i686; brx-IN) Presto/2.9.170 Version/10.00,Segment A,"Muzaffarpur, Telangana",76.144.198.20,Log Data,,Server
